"","AlignID","Factor","tmean","FoundIn","4_Blanco","11_QC","20_QC","26_QC","36_QC","44_QC","50_QC","15_2210","16_11665","22_13","23_16","24_08082204","25_22","30_08082205","32_07082201","33_51480","38_21","39_07082204","41_20","46_15","47_51467","48_51468"
"1213",1212,"Factor #1212",32.1479,21,0,800.6908,753,850.8857,652,1097.065,1050,745.5652,582.8663,1351,518.6087,755.9374,354.8696,1802.756,1105,1576.086,363.3913,574.8696,2788.998,700.6242,1405,576.8261
"1216",1216,"Factor #1216",32.2869,21,0,551,658.8696,580.9565,592,651.6087,699,31.65672,23.3996,62.1226,58.21197,38.21258,42.66066,706.0116,114.4215,16898,392.4214,19.34316,36.45551,77.25853,0.4142972,68.33225
"1218",1218,"Factor #1218",32.548,20,0,1744,3763,2677,5961,9057,8725,398.7826,285.087,454.8696,248.3913,0,67.82609,6690.785,198.6957,15989,88.21739,378.2609,76566.73,568,4793,3034.126
"1220",1221,"Factor #1221",32.6484,22,813.2202,639,693.2598,674,671,764,727,299.4234,281.057,1025.261,862.0401,95.15989,365.8884,3360.27,554.4895,377.9204,576.5652,365.2892,10939.7,888.3303,464.9049,474.7193
"1221",1220,"Factor #1220",32.6491,22,813,638.5315,749.4337,701.1509,670.8605,763.8597,773.5572,299.4234,281.057,1025,862,95.15989,365.8884,1347.719,554,344.379,577,365.2892,3302.071,788,450.5081,474.7193
"1223",1222,"Factor #1222",32.9368,19,0,999,955,824,1255,1403,1170,43.10519,61.76027,47.56967,35.15859,0,0,45307.94,55.34966,471.2316,90.37437,68.34913,24834.77,89.23663,2950.315,94.65051
"1224",1224,"Factor #1224",32.9774,21,0,721.4654,843,557,914,1345,1160.282,9.936698,11.93902,42.00109,24.54603,18.56364,24.61953,40857,37.12009,51.14125,38.81702,8.82661,2298.128,24.74076,285.6319,35.29382
"1226",1226,"Factor #1226",33.149,21,0,596.8006,640,543.8709,813,1114,1002,482.3253,915,88.37103,22.56843,79.21739,146.4348,344.265,1728,7461.319,37.23516,362.7391,1191.919,870.5493,615.19,1594
"1234",1232,"Factor #1232",33.7848,22,31.70272,743,825,737,957,938,887,11.67079,45.15368,7.428758,8.730837,13.51881,16.88972,250.5684,12.0819,20865,22.54847,26.01928,143.3071,62.15182,447.2968,28.47522
"1236",1236,"Factor #1236",33.8418,22,34.58057,1187,1256,1106,1334,1748,1481,46.02096,194.5476,29.24583,32.10637,55.82761,81.96739,60.20513,32.7734,220.0234,24.06221,155.4622,25702,111.7719,2387.746,1077.047
"1238",1238,"Factor #1238",34.0208,18,0,1564,1146,1210,1224,1150,1170,0,34.356,11508,3520,0,0,1319.077,938,133.7391,21376,144.8261,92.52174,126.4769,197.3786,67.73891
"1239",1239,"Factor #1239",34.0292,18,0,1058,968,1209.739,938,720,536,0,15.95301,667,3520,0,0,1326.244,799,133.7391,20990.21,144.8261,92.52174,30.19392,118.8262,67.34619
"1240",1241,"Factor #1241",34.1335,20,0,584,746.2602,592.0272,802,782,833,33.89024,98.78261,126.087,0,52.89649,11.44989,676.3087,26.48554,18944,264.2174,17.51783,620.4204,162.5217,96.27425,122.9565
"1241",1240,"Factor #1240",34.135,20,0,584.0011,753,592.0272,1223,1025,891,60.20862,98.78261,126.087,0,77.65217,50.3913,688.7322,73.13043,18944,264.2174,46.73913,773.2745,162.5217,92.84348,122.9565
"1243",1243,"Factor #1243",34.2617,21,0,11142,8444,8114,8477,11540,11146,57.52174,33.78711,30.092,34.46416,40.28843,22.7601,421.6624,68.91304,2820.464,77.01198,32.40866,309.525,245.4167,2787.823,127.3165
"1246",1246,"Factor #1246",34.504,21,0,1198,787,838.4749,814.3043,1109,1180,60.64872,201.6097,1583.292,50.86297,340.682,195.166,977.5434,157.5368,201.1423,1887.449,487.3308,176.9187,25443.54,2926.447,347.8696
"1249",1250,"Factor #1250",34.5812,21,0,36424.02,37454,36602,44245,49742.84,52680,273.1244,184.1839,179586.1,50955.4,101.7401,344.031,1403,10712.8,277.3525,191807,1721.274,1027.461,1120.99,201.1675,670.1304
"1250",1248,"Factor #1248",34.5817,21,0,36424,37454,36602,44245.35,49743,52680,273.1244,188.6801,179586,51510,79.84144,354.1179,1369.391,10713,277.3525,191807,1679,1057,1120.99,185.7824,664
"1254",1254,"Factor #1254",34.895,22,142.1739,1535,1845,1597,1856,2170,2197,424.5652,663,1917,830,413.7391,425.3043,1517.447,832,953,5775,859,2116,1151,1127.478,1079
"1255",1255,"Factor #1255",34.8959,22,142.1739,1535.026,1844.609,1544,1855.826,2170,2197.478,392.4348,662.5217,1916.913,827.1739,413.7391,425.3043,1170.087,831.6522,974.3478,5775,858.6267,2115.565,1227.204,1127.478,1079
"1258",1257,"Factor #1257",35.1223,22,1453,9341,8409,2728,12832,8642,9620,2063,1677,6418,4311,4761,2383,7456,9690,4581,10602,4994,6555.826,16781,6461,4573
"1259",1258,"Factor #1258",35.1225,22,1452.494,9339.48,8409,2737.015,12830.7,8642,9618.493,2062.997,1676.744,6419.652,4352,4761.169,2383.226,7456,9690.333,4580.425,10602,4993.831,6555.826,16780.35,6461.046,4573
"1261",1260,"Factor #1260",35.233,22,1237,4817.174,4559,2711,5188,3939,3811,1263,1161.739,4662,4652,4656,3812,7995,6089,3195,12118,5790,4035,8416,3105,1885
"1266",1267,"Factor #1267",35.5465,20,0,2416,2117.464,2042.286,2423,2600,2444,25.04419,22.98995,35.71189,25.10056,44.84201,0,82.16725,11.23395,68.42833,77.07378,25.78646,1198.282,55.19767,52.67906,28.72684
"1268",1266,"Factor #1266",35.5508,20,0,2416,2117,2042,2423,2600,2444,34.52943,24.16018,36.3237,25.10195,47.76043,0,47.18646,8.528684,72.50655,73.793,28.29522,1309.657,82.79167,153.393,29.9784
"1271",1272,"Factor #1272",35.6986,22,909,5527.893,4660.322,2787.577,5795,2923.817,4202.204,1574.182,1554.939,4976.451,3341.568,3114,3126.186,5891.033,6719.625,4318.14,6750.168,3877.375,3025,6135.093,2905.792,1697.294
"1272",1270,"Factor #1270",35.6998,22,1023.174,5528,4660,2788,5795,2847,4202,1920.192,1586.648,4976,3342,2770,3126,5779,6720,4126.444,7268,3816,3025.348,6037.604,2906,1709
"1273",1271,"Factor #1271",35.7032,22,1023.174,5528,4099,2788,5079,2846.991,4021.726,2544.671,1604.303,3703,2848.09,3086.009,3126.186,4249.38,6379.06,4061.227,5767.298,3816.202,2861.478,5711.981,2905.792,1708.989
"1275",1274,"Factor #1274",35.7086,22,135.1983,1985.548,2095.684,1863.242,1904.638,2106.416,2353,3127,1681.394,2788.576,664.3737,1892.51,931.7179,3537,4717,574.2166,1146.142,2853.31,419.9062,1633.036,2102,702.9342
"1277",1277,"Factor #1277",35.7298,22,72.32702,1228,799,778.8039,590.0203,641.0737,399.8696,167.052,322.4668,6620,2953,1065,288.014,841.1569,806.7359,555.3045,11884,910.7195,997.8878,999.4467,281.124,108.2851
"1280",1279,"Factor #1279",35.8016,22,32.88139,196.6152,701.0702,168.6957,1426,8088,5891,30.18327,93.2247,6.035421e-08,87.87602,46.74001,46.06297,1330.696,75.6192,3884,570.9345,348.2722,31406,466.1847,3193,2408
"1281",1281,"Factor #1281",35.8868,22,30.59399,413.3658,801.3913,517.1972,1684,4427,3363,166.8602,162.9908,174.5207,103.5582,64.5559,69.17793,1343.478,106.3496,6042,102.6207,290.4229,57081.73,331.8637,1966,1306
"1283",1283,"Factor #1283",36.125,21,0,7379,8057,7497,10100,11944,12660,32.51062,33.07418,48358,9541,20.66158,49.30973,218.7391,2167,91.95652,48831,332.989,211.6522,246.8186,194.6072,106.087
"1284",1284,"Factor #1284",36.1314,21,0,7379.021,1306,1540,3893,11944,12660,21.18215,33.49546,48358,9541,18.73532,29.73511,187.6403,1505,91.95652,48831.05,332.989,241.3913,247.0476,222.0006,106.087
"1287",1287,"Factor #1287",36.3638,21,0,761,644,601,684,759,820,27.81554,23.89813,6193,1414,22.20834,25.46034,4678.739,485.087,158.7682,12067,86.1356,7409.285,76.57735,114.1896,40.1958
"1290",1290,"Factor #1290",36.8752,22,45.4937,56721.28,58495,2440,71112,76122,78861,290.4288,231.1047,285762,69775,83.49382,307.0054,1396,14203,406.0353,297737,2522,1415,1221,235.1739,589
"1291",1292,"Factor #1292",36.8764,21,0,56721.28,58495.42,55029.44,69474.17,76121.97,78861,275.2984,231.1047,285762,69774.7,83.49382,307.0054,1396.363,14190,406.0353,297736.5,2494,1320.435,937,274.087,588.7826
"1292",1291,"Factor #1291",36.8788,21,0,56721,58495.42,55029,71112,76122,78860.51,290.4288,231.1047,10569,69775,83.49382,307.0054,1440.45,14202.56,406.0353,297737,2521.709,1415.088,1221.383,274.9565,588.7826
"1297",1297,"Factor #1297",36.9916,22,480.3913,1386.826,1620,1286.217,1752.826,1516.478,1686.565,2085.361,832.6087,1967,333.3043,2931.492,1591,5202,621.1739,4461.879,6324,6013.803,1968.783,1231.13,1543,1357.522
"1298",1296,"Factor #1296",36.9923,22,480.3913,1473,1668,1321,1753,1555,1604,1997,833,1960,333.3043,3012,1591,5202,621,4462,6324,6268.577,1969,1180,1543,1357.522
"1301",1299,"Factor #1299",37.0568,22,48.47826,5008,4538,4936,4854,6081,5793,9555,225.2869,116.3282,24.8367,29086,1272,440.3745,48.6824,81.67948,393.1081,42631.92,506.6957,2.04985,175.4464,38.01965
"1303",1306,"Factor #1306",37.459,20,0,943,811,1463,3161,1927.832,1106,69.76738,161.496,346.678,0,134.5071,105.607,168.5404,446.9025,47737.68,773.1887,93.09984,617.5217,228.7877,268.2609,317.7887
"1304",1303,"Factor #1303",37.4682,20,0,2355,1739,1780,3327,3093,2613,80.9647,161.496,346.678,0,150.5174,105.607,282.2129,446.9025,55564,773,205.3147,613,540.5856,268.2609,317.7887
"1305",1304,"Factor #1304",37.474,20,0,1463,2263,1232,1980,2759,1592,80.9647,161.496,346.678,0,150.5873,105.607,282.6265,446.9025,55564,698,205.3814,516,540.5856,268.2609,317.7887
"1307",1305,"Factor #1305",37.4868,20,0,2078,1918,820,1213,1308,2062.655,74.25416,179.1633,346.678,0,137.3083,9.032319,461.9805,446.9025,1451,538,103.8868,617.5217,540.9305,268.2609,317.7887
"1310",1310,"Factor #1310",38.6777,22,349.2122,3073,2478.859,1792,4923,3066,3783,3096.25,800.6533,4898,530.2432,5468.703,864,10191.29,1482,589,8278.142,1008,2717,2417,542.0754,460.6415
"1313",1313,"Factor #1313",38.7059,22,445.6087,3839.404,3944,3779,5099.207,4006.681,4684.584,4570,1159.391,9282.757,636.087,7474,2671,12015,1139.789,1811.13,36506,791.7686,1635.87,2221,1374,302.6522
"1314",1312,"Factor #1312",38.707,22,445.6087,3840,4410,3779,5099,4012,4685,4570,1102,9283,628,7474,2800,13738,1137.386,1866,36506,353.7826,1636,2221,1389,302.6522
"1318",1319,"Factor #1319",39.4329,21,0,661.913,587.2609,596.5217,675,1062,992,41.44814,53.39573,169.6522,58.47826,81.27078,37.10668,38538,63.86957,706.0466,310.0435,49.84463,445.4535,58.58922,90.50369,109.1304
"1321",1320,"Factor #1320",39.5047,19,0,1262,1249,1259,1398,1888,1922,44.36158,32.99712,30.09458,0,40.01715,0,4732.868,27.25089,262.1359,45.05388,18.90866,77.17391,71.27557,121.6973,56.59509
"1326",1326,"Factor #1326",40.3623,22,1047,10032,12271,10302,12430,12107,12326,8579,2120,38520,3321,12412,4540,19630,885,4661,102948,880.6522,4141,4610,2351,739
"1327",1327,"Factor #1327",40.363,22,952.2174,10032,12270.74,10301.77,12430.26,12107,12366,8579,2066,38520,3323,12412.33,4540.308,19630,857.8261,4665.667,102948,947,4141.348,4609.609,2294.957,692
"1329",1329,"Factor #1329",40.8502,22,55.17391,1279,1015,1133.826,1409,1965,1923,2819,391.3505,434.7601,206.1304,515.8696,463.6957,3411.197,1503,504.5366,388.0114,2916,721.3043,17082.55,1985,8034
"1331",1330,"Factor #1330",40.8973,22,4.310305,489.087,528.1739,458.6087,971,915,767,142.0035,80,237.4537,15.31352,60.00331,26.32485,211.358,43.33475,14311,350.3487,84.94473,316.6957,232.9155,106.9565,188.0861
"1332",1331,"Factor #1331",40.8975,22,6.084666,489.087,528.1739,458.6087,846,694,712,107.9467,20.01291,239.9699,17.24367,43.21886,28.61895,318.641,65.83937,14311,359.7395,214.0946,316.6957,1028.562,106.9565,368.071
"1336",1334,"Factor #1334",41.2633,21,0,741.4348,842.6087,690.4348,724.3572,853.7799,799.4545,99.82609,60.47826,362.2609,90.04348,23.96231,696,848.7826,141.087,1276.224,354.4783,137.3478,5137,221.9331,4231,899
"1337",1335,"Factor #1335",41.265,21,0,741.4348,842.6087,690.4348,802.7374,878.9896,676,99.82609,60.47826,362.2609,90.04348,105.8261,717,658.5217,141.087,5354.069,354.4783,36.75439,5137,221.7806,1902,978
"1338",1339,"Factor #1339",41.2683,21,0,711,922,665.3798,1598,1270,1361,12.15854,92.78261,167.3161,16.04809,38.9815,256.7172,383.8941,133.7391,22853,492.4456,157.7826,1920.368,75.89583,985.6861,471.3592
"1342",1342,"Factor #1342",41.5298,22,23.62095,1968,1835.71,1238,4146.833,2366,2641.672,29.25222,37.37896,9682,1232,65.14996,215.6929,1980.435,678.3577,166.3038,7450,251.0829,1291.961,1156.976,299.4288,207.5049
"1343",1344,"Factor #1344",41.5366,22,44.27444,2205,3077,990.7052,9088.921,2430.555,3629.772,49.24541,75.4792,3386,300.3773,137.6153,776.3717,4799.634,1620,598.8051,4654,626.4519,3195.13,2581.339,776.3913,548.2609
"1344",1343,"Factor #1343",41.543,22,47.69565,2205,3170,991,9090,2432,3629.772,32.18404,88.31817,4159.171,335.7166,138.5217,913.7325,4800,1620,598.8051,4187,627,3195,2622,776,548.2609
"1345",1345,"Factor #1345",41.6017,21,0,2379,2092,1686,4343,2204,2568.261,62.70874,164.1304,4850.348,561.913,211.2609,1146,6909,1257.143,356.7198,7462,1019,2009,2951,534.3043,467.98
"1347",1346,"Factor #1346",41.6369,21,0,584,556.9885,375.962,1596,1478,1870,66.74534,106.9563,1196,192.0954,28.86172,143.1017,1050,822,1010,1494.281,329.8983,515,987,279.3478,481.426
"1351",1350,"Factor #1350",41.865,21,0,2433,2673,2327,3204,3856,3972,89.99352,46.15385,19055,2311,35.21701,53.09231,230.1581,466.2559,157.9877,14897,87.20643,40.19178,218.2273,11.57703,41.1218
"1352",1351,"Factor #1351",41.8707,21,0,1585,2673,1282,3255.129,3855.599,3972.444,17.24128,48.83834,19055,2311,30.94934,74.01096,294.6982,519.6831,331.4676,14909,85.12268,94.52894,409.2406,102.6876,196.2886
"1354",1354,"Factor #1354",41.8968,22,44.77278,814,1056.432,538.5192,3947.005,2225.356,3643.513,43.35952,105.913,5084,414.489,154.4783,375.7772,1045.765,3086.222,586,4981.889,653,848,1367,533,1143
"1355",1353,"Factor #1353",41.897,22,65.0711,976,1057,538.5192,4311,2167,4073,138.4333,105.913,5084,427.998,189.6522,375.7772,1046,3086,1942,4982,710,902,2472,571.6522,1115
"1356",1356,"Factor #1356",41.9289,22,728.8045,7995.708,902.2733,9841.72,2892.437,1498.316,2643.291,6536.215,160.1127,4419.56,2225.577,6469.565,2202.233,989,841,964,5215.645,408.2895,959.7274,2435,571.6522,1204.656
"1357",1359,"Factor #1359",41.947,22,1239.174,17138.67,19389.66,17075.66,20285.25,20761.38,20158.71,13782.03,2484,100615.4,10701.23,1859,6068,24721.12,1164.261,5191.624,158503,1152.696,1513,6419.535,570,635
"1358",1358,"Factor #1358",41.95,22,1213.261,17138.67,19390,17075.66,20285.25,20762,20159,13782.03,2662,100616,10701,16570,6068,24721.12,1164.261,5192,158503,1110.696,4228,6420,3248,728.6522
"1359",1357,"Factor #1357",41.9502,22,1213,17139,19390,17076,20286,20762,20159,13782,2662,100615.4,10701,16570,6068,24723,1164,5192,158503,1153,4228,6420,3265,672
"1361",1362,"Factor #1362",41.9793,22,92.14147,588,719,424.7887,1716,601,783,622.3564,170.2061,2267.466,346.6481,775.3894,407.996,2134.969,450.2076,349.836,2807.27,218.9752,466,752.4296,115.087,109.9565
"1366",1365,"Factor #1365",42.2129,19,0,668.5921,560.1247,486.989,668,1076,1042,0,27.89772,37.49152,32.04987,0,17.71188,9182,292.5219,418.7029,40.58793,7.665263,26.23041,56.14988,72.65217,55.04458
"1367",1367,"Factor #1367",42.455,22,52.56596,448.7391,408.4783,425.3913,519.913,640.4783,760.3478,2286,177.5217,765.938,127.3913,294.7826,974,956,340.3913,91.56522,1231.356,2642,496.6522,1151,624,6053
"1368",1370,"Factor #1370",42.7502,22,18445.13,6565,44482.56,2578,51993,54069,2202,36560.45,35656,52943.12,30909,28574.49,25386.07,51572,2264,57216.02,24699.21,43747,57808.42,35158.86,49983.5,57088.95
"1370",1369,"Factor #1369",42.7541,22,18232.04,46418,44482.56,41646.14,51992.6,54069.16,54518,36560,35656.33,52943.12,30909,28574.49,25386.07,51572.3,47156,57216.02,24699,43746.79,57808.42,35159,49983.5,57089
"1371",1368,"Factor #1368",42.7548,22,18445,46418,44483,41646,51993,54069,54518,36560,35656,52943,30909,28574,25386,51306.22,47156,57216,24699,43747,57655,35159,49983,57089
"1373",1372,"Factor #1372",42.7755,22,11564.39,23040.6,12013,12633,25095.73,18224.2,28645.21,35996.71,1239,31114.77,28985.92,20393.49,13259.46,12273.7,9613.257,40974.06,12045.55,19397.33,23992.98,16544.95,14423.87,1360
"1376",1376,"Factor #1376",42.9843,22,82.99676,1465,1310,1337,1755,1500,1589,183.2609,141.0435,653,181.6522,220.2609,1377,1450,356.6522,1207,688,384.5217,9824,676,7241,1511
"1377",1377,"Factor #1377",42.9864,22,82.22232,1442.304,1309.696,1334,1727.13,989,1185,163.8261,121.9833,758.5217,184.3478,220.2609,1051,1465.652,326.7937,1151,575,384.5217,9823.356,714.0435,7241,1350
"1379",1379,"Factor #1379",43.0498,22,95.34783,325.5915,460.8978,375.3589,626,744,743,190.1304,1429,364.9364,340.9565,287.5217,318.7826,630,447.5792,350.4086,457.5652,396.8842,640.717,671,553.1739,761
"1383",1383,"Factor #1383",43.2581,21,0,425.7826,535,507.0435,605.8261,594.6957,581,49.53502,66.86957,204.8261,66.34783,101.4783,617,665,188.1304,358.3449,227.4966,155.3043,3356,264.1304,2139,600
"1388",1387,"Factor #1387",43.48,22,1348,20954,23840,19941,23947,24657,24861,17530,3358,138695.4,19760,20140,8689,28230,1210,5394,146056.1,1336,5541,7637,3456,1036.435
"1389",1390,"Factor #1390",43.48,22,1265.631,20954,23840,20559.75,23946.43,24657.11,24860.96,17530.01,3358.348,138696,19759.55,20139.99,8688.98,28228.37,1209.913,5393.71,146056.1,1336,5540.565,7637.212,3456.668,1036.435
"1390",1389,"Factor #1389",43.4802,22,1265.631,19630.77,23839.62,20560,23947,24347.19,24861,17530.01,3274,138695.4,19759.55,20139.99,8688.98,28228.37,1209.913,5393.71,146056.1,1335.739,5540.565,7637.212,3358.45,1082.609
"1393",1393,"Factor #1393",44.312,22,7.065774,683,680,541.1917,1919,2339,3045,102.2925,26.23073,692,245.6658,154.7499,303.8883,1047,766,396.6987,775,475.3814,766.3913,2022,284.2609,986
"1394",1395,"Factor #1395",44.3332,22,10.7914,802,782,541.1917,1148,684,1968,84.75244,15.7783,2020.205,112.78,73.75889,303.8883,1123,792.1821,396.6987,1594,427.9309,766.3913,2022,284.2609,986.6389
"1395",1394,"Factor #1394",44.3377,22,6.271535,944,786,541.1917,1375,3232,3203,84.75244,5.471661,1594,245.6658,73.75889,319.2476,1458,668,396.6987,2349,427.9309,766.3913,2737,284.2609,986.6389
"1398",1398,"Factor #1398",44.4073,22,77.08696,557,557,432.5217,547.5217,622,583.4783,382.2609,102.3478,2481,210.087,550,185.7391,1323,140.6896,154.3478,5011,49.31351,191.3043,173.5652,96.34783,27.48769
"1400",1399,"Factor #1399",44.5382,22,30.23339,355.8261,360.4754,250.6358,1276,815,1333,53.95652,30.50609,1985.683,158.8261,80.26723,154.5652,340.3714,422.0476,260.69,2518.255,271.8372,379.4008,1018,308.5314,386.0416
"1404",1404,"Factor #1404",44.8321,21,0,382.2218,472.2201,155.2038,1579,2010,2033,51.86957,35.43379,59.53579,26.9948,66.65217,38.56053,1836,95.52174,199.5287,122.7041,81.17391,7728.677,2246.924,264,140.5217
"1406",1406,"Factor #1406",44.9559,22,1172,20259,22694,20252,24898,25077,24152,17515,3599,159104.5,31097,20422,13393,28125,1629,4031,106440.8,1107,4469,7475,3798,973
"1407",1407,"Factor #1407",44.9561,22,1172.11,20132,22694.1,20251.92,24897.25,25076.86,24152,17515,3599,159104.5,31096.64,20422,13392.39,27868.85,1628.696,4031,106440.8,1107.348,4428.304,7475,3798,862
"1408",1408,"Factor #1408",44.9561,22,1172.11,20259,22694,20251.92,24897.25,25077,24151.28,17514.88,3598.501,159105,31096.64,20422.2,13392.39,28123.25,1628.696,4031.18,106441,1107.348,4468.913,7734.597,3798.738,972.9565
"1410",1410,"Factor #1410",45.1402,22,111.3478,332.1324,477.8915,398.0424,536.5532,671,782.8475,148.6522,1326,371.3277,331.9973,321.4322,212.2609,547,456.7237,339.4278,483.5176,356.7956,401.0961,575.0264,470.5405,738
"1412",1411,"Factor #1411",45.2245,22,15.23889,199.6087,322.8032,154.5217,1663,857.3213,1146,38.53104,36.181,309.3718,33.08671,32.25784,45.85359,1615,179.6957,172.2609,336.5951,65.14913,1517,244.4348,144.7511,120.4326
"1414",1417,"Factor #1417",45.693,22,2259,616577.3,623476.9,595837.4,654420.9,654679.6,652464.4,1344.87,5689.288,808725,771110.7,27708.59,10262.54,50730,253534,13535.22,871324.9,90054,10274.3,16448.87,8991.497,8650.116
"1415",1414,"Factor #1414",45.6932,22,2131.29,616577,623477,595838,654421,654680,652465,1472,5689,813376,771111,27709,10263,50729.76,253534,13535,865385,90054.38,10274,16449,8991,8650
"1416",1415,"Factor #1415",45.6932,22,2258.768,616577,623477,595837.4,654420.9,654679.6,652464.4,923,5689,798109,771111,28105.63,10263,50730,253533.5,13535.22,871325,90054.38,10319.21,16449,8991,8650.116
"1419",1419,"Factor #1419",45.8525,22,56.51478,491.0884,535.9565,525.8261,611.3913,658.7391,653.4348,505,166.3478,319480.2,1484.139,553,215.913,1532,95.82986,167.1344,7945,84.12961,307.2174,416.5217,137.5652,79.97012
"1420",1420,"Factor #1420",46.118,22,335.4086,691.8261,973,765,1232,1786,1541,166.4344,195.0948,610.7836,227.4375,595.364,461.4126,2530.346,253.8914,421.3547,922,890,2710,458.4689,1375,1857
"1421",1424,"Factor #1424",46.3784,22,965,14656.23,17762,16148.96,19377.08,19588.77,19799.61,14170.81,4120.457,126526.4,31323,18522,16729,22970.59,1384.739,14675.62,60064.73,842.5652,5467.826,7416,4337.738,850.0435
"1422",1425,"Factor #1425",46.3789,22,965,14656.23,17762.23,16068.09,19377.08,19589,19799.61,14024.34,4120.457,126526.4,31323,18521.73,16728.95,22972,1384.739,26747.28,60064.73,770,5467.826,7507.553,4337.738,850.0435
"1423",1423,"Factor #1423",46.3793,22,908,14656,17557,16068,19377,19570,19800,14171,4311,126526.4,30784,18354,16729,22972,1385,26458.34,60065,843,5201,7508,4337,850
"1426",1421,"Factor #1421",46.3936,22,26.07416,902,3345.818,2747.955,1520,1152,798,384.4183,119.4665,4053.169,879.2211,631.1688,451.1697,891.546,16.81476,200954,2006.62,97.5117,827,258.4174,242.5253,93.40358
"1429",1427,"Factor #1427",46.5264,22,111.042,590.8162,782.6425,602.5996,1009,905.6874,925,573.3419,495.097,851.7137,519.4157,422.0592,371.3532,852,756.1601,881.2501,466.903,714,986,482.731,698.087,840
"1432",1432,"Factor #1432",46.8482,22,229.6087,3316,3877,3088,3717,3930,3991,237.6087,330.1304,6187,1013,268.9565,463.8261,4395,387.8261,854.8261,10446,357.6087,2416,1548,3031,715.1304
"1433",1433,"Factor #1433",46.8484,22,161.6522,3114,3877,3087.739,3717,3930,3991.043,228.5652,332.7826,6187,948.9565,268.9565,463.8261,4395,387.8261,770.1739,10446,357.6087,2416.087,1548,2629,715.1304
"1435",1435,"Factor #1435",46.8993,22,7.859518,851.9741,890,827.3323,1092,824,1128,498.5499,55.9288,1967.3,75.45769,9.433623,276.9908,2374,3680.243,267.7391,128.4933,61.43478,14.37018,1487,1489,275.3913
"1436",1434,"Factor #1434",46.9043,22,9.578239,708,838,731,1012,1228,1279,498.5499,54.90711,1967,106.7826,5.957461,276.9908,2374,3680,267.7391,501.5807,20.95823,28.23559,2285,3962,275.3913
"1438",1438,"Factor #1438",47.2536,22,65.69565,517,713,464.2609,672,870,650,416.5652,137.7515,5423,716,571,260.6087,1178.739,191.4361,136.7391,3625,72.05388,195.6522,279.4783,168.668,19.5187
"1441",1443,"Factor #1443",47.7555,22,636.087,10065.13,12478.38,11535.35,13144.65,13242.67,14005.33,9881.813,4181,81734,24928.11,15314.47,17309.24,16885.85,1270.043,2702,29242.28,614,5101.652,7830,4544.982,880.6957
"1442",1441,"Factor #1441",47.7557,22,636,10065,12479,11535,13145,13243,13908,9882,4181,81734.09,24928,14602,17309,16887,1270,2702,29940,614.1304,5102,7681,4545,868
"1443",1442,"Factor #1442",47.7559,22,636.087,10065.13,12478.38,11535.35,13144.65,13242.67,14005.33,9922,4186,81734.09,24928,15314.47,17309.24,16885.85,1270.043,2682,29940.19,645.6522,5102,7830,4544.982,820
"1450",1450,"Factor #1450",48.8905,22,129.8261,7233,7613,7064,8222,9202,9149,18798,2147,4721,1464,6757,6166,3249,5370,1561,1014,10173,40192,6639,3375,25443
"1451",1451,"Factor #1451",48.8914,22,29.0175,7168.345,7613,7064,8222,9202,8799.327,18798,2147.065,4721,1325,6757.56,6166.004,3249,5370,1561.551,975.1616,10365.01,40192.85,6639,3308.503,25443
"1454",1456,"Factor #1456",49.088,22,522.4783,5076.715,6947.001,6305.339,7705,8001,7535.862,5512.988,2724,37686.74,13084.81,10831.48,10961.29,10772.89,872.5217,2096.609,10712.92,596.6087,3903.609,6142.466,1406,780.6957
"1455",1454,"Factor #1454",49.0882,22,522.4783,5077,6947,6362,7705,7880,7965,5513,2724,37687,13085,10831,10961,10773,938.2174,2097,10713,621.3478,4134,6143,3329,780.6957
"1456",1455,"Factor #1455",49.0886,22,522.9565,5076.715,6947.001,6361.6,7705.09,8000.999,7965.166,5354,2688,37710.96,13085,10831,10961.29,10772.89,840.6957,2097,10713,596.6087,4133.913,6142.466,3329,780.6957
"1465",1466,"Factor #1466",50.3784,22,450.2174,2541,3972,3511,4491,4795.348,4585.826,2694,1937,17585.87,6161.063,7071,6014,6766,822.2174,1615.913,4628.696,437.4783,3107.348,4550,2551.825,555.8261
"1466",1465,"Factor #1465",50.3798,22,450.2174,2751,4054,3511,4491,4795,4586,2694,1937,17586,6350,7008,6019,6766,831,1499,4629,507.3043,3107,4550,2619,556
"1470",1470,"Factor #1470",51.1027,22,92.13043,1617,1464,1329,2085,2788,4587,56.96168,90.86957,123.7011,92.95652,13.18701,77.22251,402.087,44.85805,172.1625,104.8575,90.54923,689.4348,98.09126,89268,5518.566
"1472",1473,"Factor #1473",51.525,22,8.24004,1570.823,1605.83,1713,1670,2092,2168.905,2405.36,547.1287,1326.882,383.0052,1481.872,1325.063,797.5097,1621.27,606.9325,313.3215,1712.034,7358,2481.609,1658,6593.307
"1473",1472,"Factor #1472",51.5257,22,44.67198,1537,1605,1598,1676.039,2064,2051,2433,551.6939,1363,436.7878,1481,1278,747.1184,1651,560.4108,313.3215,1712,7247,2481,19592.83,6593
"1474",1474,"Factor #1474",51.6259,22,760.2741,48137,47037,45195,60457,66100,79576,51.7918,184.087,3166,1120.098,650.0962,358.6948,1433,245.6957,455.913,870.5652,441.913,1449,752.977,650106,25831
